pair_id,url_a,url_b,page_type_a,page_type_b,locale,primary_intent_a,primary_intent_b,intent_relationship,functional_equivalence,same_outcome,serp_role,differentiated_value,cannibalization_candidate,action,confidence
209,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/como-funcionan-las-herramientas/,other,legal,es,aviso-legal,como-funcionan-las-herramientas,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
210,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/sobre-funnytools/,category,legal,es,estudio,sobre-funnytools,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
211,https://funnytools.win/es/herramientas/comprimir-imagenes/,https://funnytools.win/es/herramientas/recortar-imagen/,tool,tool,es,image-compressor,image-crop,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
212,https://funnytools.win/fr/fonctionnement-outils/,https://funnytools.win/fr/outils/diviser-pdf/,legal,tool,fr,fonctionnement-outils,split-pdf,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
213,https://funnytools.win/fr/outils/calcul-moyenne-notes/,https://funnytools.win/fr/outils/calculateur-moyenne-ponderee/,tool,tool,fr,grade-average,weighted-average-calculator,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
214,https://funnytools.win/fr/outils/generateur-nombres-aleatoires/,https://funnytools.win/fr/outils/tirage-au-sort-noms/,tool,tool,fr,random-number-picker,random-name-picker,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
215,https://funnytools.win/tools/independent-samples-t-test-calculator/,https://funnytools.win/tools/z-score-calculator/,tool,tool,zh-TW,independent-samples-t-test-calculator,z-score-calculator,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
216,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/guias/agrupamientos-equitativos-aula/,category,guide,es,estudio,agrupamientos-equitativos-aula,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
217,https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/herramientas/dividir-pdf/,category,tool,es,pdf,split-pdf,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
218,https://funnytools.win/es/flujos/documentos-oficina/,https://funnytools.win/es/para/oficina/,workflow,audience,es,documentos-oficina,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
219,https://funnytools.win/es/guias/prueba-t-formato-apa-7/,https://funnytools.win/es/herramientas/generador-informe-apa-7/,guide,tool,es,prueba-t-formato-apa-7,apa-7-report-generator,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
220,https://funnytools.win/es/herramientas/comprimir-imagenes/,https://funnytools.win/es/herramientas/convertir-webp-a-jpg/,tool,tool,es,image-compressor,webp-to-jpg,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
221,https://funnytools.win/es/privacidad/,https://funnytools.win/es/sobre-funnytools/,legal,legal,es,privacidad,sobre-funnytools,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
222,https://funnytools.win/tools/weighted-average-calculator/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,tool,workflow,zh-TW,weighted-average-calculator,teacher-exam-score-toolkit,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
223,https://funnytools.win/category/study/,https://funnytools.win/for/teachers/,category,audience,zh-TW,study,teachers,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
224,https://funnytools.win/en/tools/apa-7-report-generator/,https://funnytools.win/en/tools/spss-result-interpreter/,tool,tool,en,apa-7-report-generator,spss-result-interpreter,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
225,https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/herramientas/calculadora-puntuacion-z/,category,tool,es,estadistica,z-score-calculator,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
226,https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/herramientas/extraer-paginas-pdf/,category,tool,es,pdf,extract-pdf-pages,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
227,https://funnytools.win/es/flujos/,https://funnytools.win/es/para/estudiantes/,hub,audience,es,flujos,estudiantes,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
228,https://funnytools.win/es/guias/,https://funnytools.win/es/para/,hub,hub,es,guias,para,ADJACENT,UNKNOWN,no,different or adjacent role,shared hierarchy vocabulary does not prove redundant page role,no,REVIEW_ONLY,LOW
229,https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/tools/standard-deviation/,tool,tool,zh-TW,percentile-rank-calculator,standard-deviation,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
230,https://funnytools.win/tools/random-wheel/,https://funnytools.win/tools/this-or-that/,tool,tool,zh-TW,random-wheel,this-or-that,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
231,https://funnytools.win/en/tools/csv-to-json/,https://funnytools.win/en/tools/json-to-csv/,tool,tool,en,csv-to-json,json-to-csv,DIFFERENT,NO,no,different or adjacent role,directional converter inputs/outputs differ,no,REVIEW_ONLY,LOW
232,https://funnytools.win/es/categorias/azar/,https://funnytools.win/es/categorias/estudio/,category,category,es,azar,estudio,ADJACENT,UNKNOWN,no,different or adjacent role,shared hierarchy vocabulary does not prove redundant page role,no,REVIEW_ONLY,LOW
233,https://funnytools.win/es/categorias/dibujo/,https://funnytools.win/es/para/disenadores/,category,audience,es,dibujo,disenadores,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
234,https://funnytools.win/es/para/oficina/,https://funnytools.win/es/sobre-funnytools/,audience,legal,es,oficina,sobre-funnytools,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
235,https://funnytools.win/fr/outils/extraire-pages-pdf/,https://funnytools.win/fr/outils/supprimer-pages-pdf/,tool,tool,fr,extract-pdf-pages,delete-pdf-pages,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
236,https://funnytools.win/guides/classroom-lottery-tool-guide/,https://funnytools.win/tools/random-name-picker/,guide,tool,zh-TW,classroom-lottery-tool-guide,random-name-picker,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
237,https://funnytools.win/guides/classroom-random-picker-guide/,https://funnytools.win/tools/random-student-picker/,guide,tool,zh-TW,classroom-random-picker-guide,random-student-picker,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
238,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/flujos/,other,hub,es,aviso-legal,flujos,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
239,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/para/oficina/,category,audience,es,estudio,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
240,https://funnytools.win/es/guias/,https://funnytools.win/es/para/oficina/,hub,audience,es,guias,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
241,https://funnytools.win/fr/outils/tirage-au-sort-eleves/,https://funnytools.win/fr/outils/tirage-au-sort-noms/,tool,tool,fr,random-student-picker,random-name-picker,DIFFERENT,NO,no,different or adjacent role,different functional category,no,REVIEW_ONLY,LOW
242,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,https://funnytools.win/tools/merge-pdf/,guide,tool,zh-TW,merge-pdf-reading-order-checklist-guide,merge-pdf,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
243,https://funnytools.win/category/statistics/,https://funnytools.win/tools/standard-deviation/,category,tool,zh-TW,statistics,standard-deviation,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
244,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/guias/,other,hub,es,aviso-legal,guias,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
245,https://funnytools.win/tools/image-resizer/,https://funnytools.win/tools/jpg-to-png/,tool,tool,zh-TW,image-resizer,jpg-to-png,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
246,https://funnytools.win/en/tools/group-generator/,https://funnytools.win/en/tools/random-group-generator/,tool,tool,en,group-generator,random-group-generator,DIFFERENT,NO,no,different or adjacent role,different functional category,no,REVIEW_ONLY,LOW
247,https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/condiciones-de-uso/,legal,legal,es,como-funcionan-las-herramientas,condiciones-de-uso,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
248,https://funnytools.win/es/guias/comprimir-fotos-para-email/,https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,guide,guide,es,comprimir-fotos-para-email,fotos-a-pdf-desde-movil,DIFFERENT,NO,no,different or adjacent role,different learning topic,no,REVIEW_ONLY,LOW
249,https://funnytools.win/es/guias/,https://funnytools.win/es/para/estudiantes/,hub,audience,es,guias,estudiantes,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
250,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,guide,guide,zh-TW,classroom-random-group-no-repeat-guide,classroom-random-group-size-balance-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
251,https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/tools/t-score-calculator/,tool,tool,zh-TW,percentile-rank-calculator,t-score-calculator,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
252,https://funnytools.win/tools/random-student-picker/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,tool,workflow,zh-TW,random-student-picker,teacher-classroom-random-toolkit,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
253,https://funnytools.win/category/statistics/,https://funnytools.win/tools/weighted-average-calculator/,category,tool,zh-TW,statistics,weighted-average-calculator,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
254,https://funnytools.win/es/categorias/imagen/,https://funnytools.win/es/herramientas/comprimir-imagenes/,category,tool,es,imagen,image-compressor,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
255,https://funnytools.win/es/estadisticas-educativas/,https://funnytools.win/es/flujos/,other,hub,es,estadisticas-educativas,flujos,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
256,https://funnytools.win/es/flujos/informe-estadistico-investigacion/,https://funnytools.win/es/guias/prueba-t-formato-apa-7/,workflow,guide,es,informe-estadistico-investigacion,prueba-t-formato-apa-7,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
257,https://funnytools.win/es/guias/codigos-qr-en-el-aula/,https://funnytools.win/es/herramientas/generador-codigo-qr/,guide,tool,es,codigos-qr-en-el-aula,qr-code-generator,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
258,https://funnytools.win/es/herramientas/convertir-jpg-a-webp/,https://funnytools.win/es/herramientas/convertir-png-a-jpg/,tool,tool,es,jpg-to-webp,png-to-jpg,DIFFERENT,NO,no,different or adjacent role,directional converter inputs/outputs differ,no,REVIEW_ONLY,LOW
259,https://funnytools.win/es/herramientas/extraer-paginas-pdf/,https://funnytools.win/es/herramientas/ordenar-paginas-pdf/,tool,tool,es,extract-pdf-pages,pdf-page-reorder,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
260,https://funnytools.win/es/flujos/,https://funnytools.win/es/para/docentes/,hub,audience,es,flujos,docentes,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
261,https://funnytools.win/guides/percentile-rank-guide/,https://funnytools.win/tools/percentile-rank-calculator/,guide,tool,zh-TW,percentile-rank-guide,percentile-rank-calculator,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
262,https://funnytools.win/tools/delete-pdf-pages/,https://funnytools.win/tools/split-pdf/,tool,tool,zh-TW,delete-pdf-pages,split-pdf,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
263,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/categorias/azar/,other,category,es,aviso-legal,azar,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
264,https://funnytools.win/fr/outils/minuteur-en-ligne/,https://funnytools.win/fr/outils/rappel-pause-ecran/,tool,tool,fr,countdown-timer,break-reminder,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
265,https://funnytools.win/guides/chinese-english-mixed-word-count-guide/,https://funnytools.win/guides/word-count-vs-character-count-guide/,guide,guide,zh-TW,chinese-english-mixed-word-count-guide,word-count-vs-character-count-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
266,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,https://funnytools.win/tools/extract-pdf-pages/,guide,tool,zh-TW,split-pdf-page-range-planning-guide,extract-pdf-pages,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
267,https://funnytools.win/category/text/,https://funnytools.win/tools/case-converter/,category,tool,zh-TW,text,case-converter,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
268,https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/privacidad/,legal,legal,es,como-funcionan-las-herramientas,privacidad,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
269,https://funnytools.win/es/flujos/decisiones-cotidianas/,https://funnytools.win/es/guias/ruleta-sorteos-clase/,workflow,guide,es,decisiones-cotidianas,ruleta-sorteos-clase,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
270,https://funnytools.win/es/guias/codigos-qr-en-el-aula/,https://funnytools.win/es/para/creadores/,guide,audience,es,codigos-qr-en-el-aula,creadores,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
271,https://funnytools.win/es/guias/grafico-barras-trabajo-escolar/,https://funnytools.win/es/herramientas/crear-grafico-barras/,guide,tool,es,grafico-barras-trabajo-escolar,bar-chart-maker,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
272,https://funnytools.win/es/guias/ruleta-sorteos-clase/,https://funnytools.win/es/guias/selector-aleatorio-alumnos/,guide,guide,es,ruleta-sorteos-clase,selector-aleatorio-alumnos,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
273,https://funnytools.win/es/herramientas/dividir-pdf/,https://funnytools.win/es/herramientas/unir-pdf/,tool,tool,es,split-pdf,merge-pdf,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
274,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,guide,guide,zh-TW,classroom-random-group-shareable-result-guide,classroom-random-group-size-balance-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
275,https://funnytools.win/tools/extract-pdf-pages/,https://funnytools.win/tools/pdf-to-image/,tool,tool,zh-TW,extract-pdf-pages,pdf-to-image,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
276,https://funnytools.win/es/herramientas/convertir-jpg-a-png/,https://funnytools.win/es/herramientas/convertir-webp-a-jpg/,tool,tool,es,jpg-to-png,webp-to-jpg,DIFFERENT,NO,no,different or adjacent role,directional converter inputs/outputs differ,no,REVIEW_ONLY,LOW
277,https://funnytools.win/guides/classroom-lottery-tool-guide/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,guide,workflow,zh-TW,classroom-lottery-tool-guide,teacher-classroom-random-toolkit,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
278,https://funnytools.win/tools/apa-7-report-generator/,https://funnytools.win/tools/independent-samples-t-test-calculator/,tool,tool,zh-TW,apa-7-report-generator,independent-samples-t-test-calculator,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
279,https://funnytools.win/tools/standard-deviation/,https://funnytools.win/tools/t-score-calculator/,tool,tool,zh-TW,standard-deviation,t-score-calculator,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
280,https://funnytools.win/category/study/,https://funnytools.win/tools/group-generator/,category,tool,zh-TW,study,group-generator,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
281,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/categorias/estadistica/,other,category,es,aviso-legal,estadistica,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
282,https://funnytools.win/es/categorias/imagen/,https://funnytools.win/es/para/creadores/,category,audience,es,imagen,creadores,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
283,https://funnytools.win/es/condiciones-de-uso/,https://funnytools.win/es/contacto/,legal,legal,es,condiciones-de-uso,contacto,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
284,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/para/oficina/,guide,audience,es,unir-pdf-sin-subir-archivos,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
285,https://funnytools.win/es/herramientas/eliminar-paginas-pdf/,https://funnytools.win/es/herramientas/ordenar-paginas-pdf/,tool,tool,es,delete-pdf-pages,pdf-page-reorder,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
286,https://funnytools.win/guides/image-resampling-quality-guide/,https://funnytools.win/guides/image-resize-aspect-ratio-guide/,guide,guide,zh-TW,image-resampling-quality-guide,image-resize-aspect-ratio-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
287,https://funnytools.win/tools/cronbach-alpha-calculator/,https://funnytools.win/tools/standard-deviation/,tool,tool,zh-TW,cronbach-alpha-calculator,standard-deviation,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
288,https://funnytools.win/tools/image-compressor/,https://funnytools.win/tools/png-to-jpg/,tool,tool,zh-TW,image-compressor,png-to-jpg,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
289,https://funnytools.win/tools/image-crop/,https://funnytools.win/tools/jpg-to-png/,tool,tool,zh-TW,image-crop,jpg-to-png,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
290,https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/pdf-compressor/,tool,tool,zh-TW,images-to-pdf,pdf-compressor,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
291,https://funnytools.win/category/random/,https://funnytools.win/category/study/,category,category,zh-TW,random,study,ADJACENT,UNKNOWN,no,different or adjacent role,shared hierarchy vocabulary does not prove redundant page role,no,REVIEW_ONLY,LOW
292,https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/para/oficina/,legal,audience,es,como-funcionan-las-herramientas,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
293,https://funnytools.win/es/contacto/,https://funnytools.win/es/para/oficina/,legal,audience,es,contacto,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
294,https://funnytools.win/es/guias/prueba-levene-spss/,https://funnytools.win/es/guias/prueba-t-formato-apa-7/,guide,guide,es,prueba-levene-spss,prueba-t-formato-apa-7,DIFFERENT,NO,no,different or adjacent role,different learning topic,no,REVIEW_ONLY,LOW
295,https://funnytools.win/guides/csv-to-json-header-duplicate-column-guide/,https://funnytools.win/tools/csv-to-json/,guide,tool,zh-TW,csv-to-json-header-duplicate-column-guide,csv-to-json,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
296,https://funnytools.win/tools/group-generator/,https://funnytools.win/tools/random-student-picker/,tool,tool,zh-TW,group-generator,random-student-picker,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
297,https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/split-pdf/,tool,tool,zh-TW,merge-pdf,split-pdf,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
298,https://funnytools.win/category/text/,https://funnytools.win/tools/sort-lines/,category,tool,zh-TW,text,sort-lines,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
299,https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/flujos/,category,hub,es,estadistica,flujos,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
300,https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/contacto/,legal,legal,es,como-funcionan-las-herramientas,contacto,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
301,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,https://funnytools.win/tools/group-generator/,guide,tool,zh-TW,classroom-random-group-size-balance-guide,group-generator,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
302,https://funnytools.win/guides/qr-code-destination-change-log-guide/,https://funnytools.win/guides/qr-code-event-page-expiry-guide/,guide,guide,zh-TW,qr-code-destination-change-log-guide,qr-code-event-page-expiry-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
303,https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/guias/prueba-t-formato-apa-7/,category,guide,es,estadistica,prueba-t-formato-apa-7,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
304,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/estadisticas-educativas/,category,other,es,estudio,estadisticas-educativas,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
305,https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/herramientas/eliminar-paginas-pdf/,category,tool,es,pdf,delete-pdf-pages,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
306,https://funnytools.win/es/flujos/informe-estadistico-investigacion/,https://funnytools.win/es/herramientas/generador-informe-apa-7/,workflow,tool,es,informe-estadistico-investigacion,apa-7-report-generator,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
307,https://funnytools.win/es/guias/anova-formato-apa-7/,https://funnytools.win/es/herramientas/generador-informe-apa-7/,guide,tool,es,anova-formato-apa-7,apa-7-report-generator,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
308,https://funnytools.win/es/herramientas/selector-aleatorio-alumnos/,https://funnytools.win/es/herramientas/sorteo-nombres-aleatorio/,tool,tool,es,random-student-picker,random-name-picker,DIFFERENT,NO,no,different or adjacent role,different functional category,no,REVIEW_ONLY,LOW
309,https://funnytools.win/guides/image-resize-aspect-ratio-guide/,https://funnytools.win/tools/image-crop/,guide,tool,zh-TW,image-resize-aspect-ratio-guide,image-crop,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
310,https://funnytools.win/tools/bulk-image-compressor/,https://funnytools.win/tools/image-resizer/,tool,tool,zh-TW,bulk-image-compressor,image-resizer,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
311,https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/jpg-to-webp/,tool,tool,zh-TW,images-to-pdf,jpg-to-webp,DIFFERENT,NO,no,different or adjacent role,directional converter inputs/outputs differ,no,REVIEW_ONLY,LOW
312,https://funnytools.win/en/guides/classroom-random-group-guide/,https://funnytools.win/en/guides/fair-student-grouping-guide/,guide,guide,en,classroom-random-group-guide,fair-student-grouping-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
313,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/z-score-calculator/,tool,tool,en,normalized-score-converter,z-score-calculator,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
314,https://funnytools.win/es/flujos/,https://funnytools.win/es/para/creadores/,hub,audience,es,flujos,creadores,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
