cluster,url,primary_intent,competing_urls,unique_value,action,confidence
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-group-roles-rotation-guide/ (0.801),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-group-roles-rotation-guide/,小組討論要分哪些角色？主持、記錄、報告與檢查輪替教學 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.686),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-group-roles-rotation-guide/ (0.686),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-group-roles-rotation-guide/,小組討論要分哪些角色？主持、記錄、報告與檢查輪替教學 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.776),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-group-roles-rotation-guide/ (0.776),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-lottery-tool-guide/,課堂抽籤與轉盤工具指南：主題分配、發表順序、獎勵抽選與角色安排 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.573),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/classroom-lottery-tool-guide/ (0.573),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-lottery-tool-guide/,課堂抽籤與轉盤工具指南：主題分配、發表順序、獎勵抽選與角色安排 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/classroom-lottery-tool-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-lottery-tool-guide/,課堂抽籤與轉盤工具指南：主題分配、發表順序、獎勵抽選與角色安排 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.603),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/classroom-lottery-tool-guide/ (0.603),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-lottery-tool-guide/,課堂抽籤與轉盤工具指南：主題分配、發表順序、獎勵抽選與角色安排 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.632),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/classroom-lottery-tool-guide/ (0.632),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-lottery-tool-guide/,課堂抽籤與轉盤工具指南：主題分配、發表順序、獎勵抽選與角色安排 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.605),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-lottery-tool-guide/ (0.605),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-lottery-tool-guide/,課堂抽籤與轉盤工具指南：主題分配、發表順序、獎勵抽選與角色安排 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.848),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-lottery-tool-guide/ (0.848),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-lottery-tool-guide/,課堂抽籤與轉盤工具指南：主題分配、發表順序、獎勵抽選與角色安排 - FunnyTools,https://funnytools.win/guides/fair-random-draw-audit-guide/ (0.619),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-random-draw-audit-guide/,公平抽籤怎麼做？名單、重複項、抽後移除、亂數來源與稽核紀錄完整指南｜FunnyTools,https://funnytools.win/guides/classroom-lottery-tool-guide/ (0.619),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-lottery-tool-guide/,課堂抽籤與轉盤工具指南：主題分配、發表順序、獎勵抽選與角色安排 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.632),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-lottery-tool-guide/ (0.632),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.739),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.739),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/ (0.709),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/,隨機分組後材料怎麼分？小組物品交接與回收清單 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.709),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.779),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.779),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/ (0.732),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/,隨機分組後怎麼快速換座位？課堂動線與分組轉換流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.732),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.787),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.787),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.882),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.882),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/,分組後有人缺席怎麼辦？課堂小組快速修補流程 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.787),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-random-group-absent-student-repair-guide/ (0.787),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/ (0.687),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/,隨機分組後材料怎麼分？小組物品交接與回收清單 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.687),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.844),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.844),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/ (0.747),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/,隨機分組後怎麼快速換座位？課堂動線與分組轉換流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.747),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.764),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.764),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.803),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.803),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.757),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.757),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-guide/,課堂隨機分組教學指南：快速公平分組、組數與人數設定 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.931),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-random-group-guide/ (0.931),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/,隨機分組後材料怎麼分？小組物品交接與回收清單 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.697),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/ (0.697),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/,隨機分組後材料怎麼分？小組物品交接與回收清單 - FunnyTools,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/ (0.784),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/,隨機分組後怎麼快速換座位？課堂動線與分組轉換流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/ (0.784),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/,隨機分組後材料怎麼分？小組物品交接與回收清單 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.717),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/ (0.717),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/,隨機分組後材料怎麼分？小組物品交接與回收清單 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.747),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/ (0.747),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/,隨機分組後材料怎麼分？小組物品交接與回收清單 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.567),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/ (0.567),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/,隨機分組後材料怎麼分？小組物品交接與回收清單 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.701),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-random-group-materials-handoff-guide/ (0.701),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/ (0.747),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/,隨機分組後怎麼快速換座位？課堂動線與分組轉換流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.747),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.791),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.791),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.820),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.820),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.681),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.681),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,學生分組一直重複怎麼辦？用歷史紀錄檢查組員與最小調整 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.846),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/ (0.846),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/,隨機分組後怎麼快速換座位？課堂動線與分組轉換流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.774),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/ (0.774),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/,隨機分組後怎麼快速換座位？課堂動線與分組轉換流程 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.754),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/ (0.754),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/,隨機分組後怎麼快速換座位？課堂動線與分組轉換流程 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.626),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/ (0.626),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/,隨機分組後怎麼快速換座位？課堂動線與分組轉換流程 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.743),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-random-group-seat-transition-guide/ (0.743),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.816),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.816),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.705),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.705),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,隨機分組結果怎麼公布？投影、列印與隱私友善分享方法 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.771),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-random-group-shareable-result-guide/ (0.771),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.693),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.693),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,隨機分組怎麼平衡人數？課堂小組規模與例外處理 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.850),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-random-group-size-balance-guide/ (0.850),requires human comparison of answer intent,REVIEW_ONLY,high
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/fair-random-draw-audit-guide/ (0.557),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-random-draw-audit-guide/,公平抽籤怎麼做？名單、重複項、抽後移除、亂數來源與稽核紀錄完整指南｜FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.557),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/classroom-random-picker-guide/,課堂隨機點名與抽人指南：提升參與、發表順序與快速複習 - FunnyTools,https://funnytools.win/guides/fair-student-grouping-guide/ (0.739),requires human comparison of answer intent,REVIEW_ONLY,medium
random,https://funnytools.win/guides/fair-student-grouping-guide/,學生公平分組方法指南：隨機分組、老師微調與 30 人分 6 組範例 - FunnyTools,https://funnytools.win/guides/classroom-random-picker-guide/ (0.739),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/clean-copied-text-from-pdf-web-guide/,從 PDF 或網頁複製文字格式跑掉怎麼辦？空白行、斷行與隱藏字元清理指南｜FunnyTools,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/ (0.560),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,PDF 轉 Word 後版面跑掉？文字、表格與圖片驗收流程 - FunnyTools,https://funnytools.win/guides/clean-copied-text-from-pdf-web-guide/ (0.560),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/code128-vs-code39-guide/,Code 128 vs Code 39 差在哪？庫存、訂單、資產標籤與掃描器完整比較｜FunnyTools,https://funnytools.win/guides/qr-barcode/ (0.634),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/qr-barcode/,QR Code 與條碼完整指南中心｜掃描、印刷、Wi-Fi、EAN、UPC、Code 128｜FunnyTools,https://funnytools.win/guides/code128-vs-code39-guide/ (0.634),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/code128-vs-code39-guide/,Code 128 vs Code 39 差在哪？庫存、訂單、資產標籤與掃描器完整比較｜FunnyTools,https://funnytools.win/guides/qr-code-vs-barcode-guide/ (0.592),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/qr-code-vs-barcode-guide/,QR Code vs Barcode 差在哪？一維條碼、手機掃描、網址、庫存與商品用途完整比較｜FunnyTools,https://funnytools.win/guides/code128-vs-code39-guide/ (0.592),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/compress-pdf-to-upload-limit/ (0.680),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/compress-pdf-to-upload-limit/,PDF 太大怎麼壓縮到 10MB、5MB、2MB？上傳限制與畫質完整指南｜FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.680),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/crop-vs-resize-vs-compress-image/ (0.750),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/crop-vs-resize-vs-compress-image/,圖片裁切、縮放、壓縮差在哪？Crop vs Resize vs Compress 完整比較｜FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.750),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/image-compression-email-guide/ (0.693),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/image-compression-email-guide/,圖片壓縮到 email 可寄的完整流程：先縮尺寸再壓品質，文字不糊 - FunnyTools,https://funnytools.win/guides/compress-image-to-upload-limit/ (0.693),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/guides/compress-image-to-upload-limit/,圖片太大怎麼壓到 5MB、2MB、1MB？上傳限制、畫質與尺寸完整指南｜FunnyTools,https://funnytools.win/guides/image-compression-quality-size-guide/ (0.775),requires human comparison of answer intent,REVIEW_ONLY,medium
