url_a,url_b,similarity_score,same_cluster,same_locale,same_search_intent,recommended_action
https://funnytools.win/tools/grade-average/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.808,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/category/statistics/,https://funnytools.win/en/education-statistics/,0.807,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/jpg-to-png/,https://funnytools.win/en/tools/jpg-to-webp/,0.807,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/for/designers/,https://funnytools.win/tools/image-compressor/,0.807,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/for/teachers/,https://funnytools.win/tools/group-generator/,0.807,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/diviser-pdf/,https://funnytools.win/fr/outils/extraire-pages-pdf/,0.807,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,https://funnytools.win/tools/group-generator/,0.807,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/qr-code-mobile-landing-page-guide/,https://funnytools.win/guides/qr-code-multilingual-switch-testing-guide/,0.807,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/z-score-calculator/,https://funnytools.win/en/workflows/teacher-exam-score-toolkit/,0.806,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/como-funcionan-las-herramientas/,0.806,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/decisiones-cotidianas/,https://funnytools.win/es/herramientas/decidir-entre-dos-opciones/,0.806,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/for/designers/,https://funnytools.win/tools/jpg-to-webp/,0.806,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/t-score-calculator-guide/,https://funnytools.win/tools/normalized-score-converter/,0.806,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/break-reminder/,https://funnytools.win/tools/pomodoro-timer/,0.806,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/csv-to-json/,https://funnytools.win/tools/json-formatter/,0.806,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/extract-pdf-pages/,https://funnytools.win/tools/rotate-pdf/,0.806,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/image/,https://funnytools.win/for/designers/,0.805,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/azar/,https://funnytools.win/es/sobre-funnytools/,0.805,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/sobre-funnytools/,0.805,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/para/creadores/,0.805,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/condiciones-de-uso/,https://funnytools.win/es/para/oficina/,0.805,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/generador-grupos-aleatorios/,https://funnytools.win/es/herramientas/sorteo-nombres-aleatorio/,0.805,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/fonctionnement-outils/,https://funnytools.win/fr/outils/generateur-nombres-aleatoires/,0.805,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/image-compression-quality-size-guide/,https://funnytools.win/tools/image-compressor/,0.805,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/json-formatter-trailing-comma-error-guide/,https://funnytools.win/tools/json-formatter/,0.805,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/t-test-apa-format-guide/,https://funnytools.win/workflows/graduate-statistics-report-toolkit/,0.805,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/,https://funnytools.win/tools/,0.805,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/jpg-to-png/,0.805,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.805,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/para/oficina/,0.804,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/guias/ruleta-sorteos-clase/,0.804,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/para/oficina/,0.804,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/ruleta-aleatoria/,https://funnytools.win/es/herramientas/sorteo-nombres-aleatorio/,0.804,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/estudiantes/,https://funnytools.win/es/para/,0.804,no,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/recadrer-image/,https://funnytools.win/fr/outils/redimensionner-image/,0.804,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/image-resolution-print-web-guide/,https://funnytools.win/guides/pdf-to-image-resolution-guide/,0.804,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,0.804,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/json-to-csv/,0.804,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/como-funcionan-las-herramientas/,0.803,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/estadisticas-educativas/,https://funnytools.win/es/flujos/informe-estadistico-investigacion/,0.803,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/creadores/,https://funnytools.win/es/para/,0.803,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/estudiantes/,https://funnytools.win/es/para/oficina/,0.803,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/calculateur-interets-composes/,https://funnytools.win/fr/outils/calculateur-objectif-epargne/,0.803,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,0.803,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-size-balance-guide/,https://funnytools.win/tools/random-group-generator/,0.803,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/merge-pdf-bookmarks-navigation-guide/,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,0.803,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/image-rotate-flip/,https://funnytools.win/tools/jpg-to-png/,0.803,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/apoyar-funnytools/,https://funnytools.win/es/condiciones-de-uso/,0.802,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/codigos-qr-en-el-aula/,https://funnytools.win/es/sobre-funnytools/,0.802,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/ordenar-paginas-pdf/,https://funnytools.win/es/herramientas/rotar-pdf/,0.802,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/desarrolladores/,https://funnytools.win/es/para/oficina/,0.802,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/for/students/,https://funnytools.win/,0.802,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/merge-pdf-bookmarks-navigation-guide/,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,0.802,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/random-number-picker/,https://funnytools.win/tools/random-wheel/,0.802,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,0.801,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/flujos/decisiones-cotidianas/,0.801,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/imagen/,https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,0.801,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/,https://funnytools.win/es/sobre-funnytools/,0.801,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/comprimir-fotos-para-email/,https://funnytools.win/es/para/disenadores/,0.801,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/herramientas/extraer-paginas-pdf/,0.801,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/convertir-jpg-en-webp/,https://funnytools.win/fr/outils/convertir-png-en-jpg/,0.801,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-group-roles-rotation-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,0.801,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/,0.801,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/pdf-to-image/,0.801,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/statistics/,https://funnytools.win/tools/percentage-calculator/,0.800,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/time/,https://funnytools.win/tools/countdown-timer/,0.800,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/guides/classroom-random-group-absent-student-repair-guide/,https://funnytools.win/en/guides/classroom-random-group-size-balance-guide/,0.800,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/apoyar-funnytools/,https://funnytools.win/es/aviso-legal/,0.800,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/azar/,https://funnytools.win/es/guias/ruleta-sorteos-clase/,0.800,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/tiempo/,https://funnytools.win/es/para/oficina/,0.800,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,https://funnytools.win/es/para/oficina/,0.800,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/,https://funnytools.win/es/sobre-funnytools/,0.800,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/herramientas/comprimir-pdf/,0.800,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/disenadores/,https://funnytools.win/es/para/oficina/,0.800,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/remove-empty-lines/,0.800,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
