locale,treatment_url,control_url,cluster,score,qualifies,reason
zh-TW,https://funnytools.win/tools/age-calculator/,https://funnytools.win/tools/break-reminder/,time,90,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 13d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.671 (5/5); utility family calculator/time (2/7)
en,https://funnytools.win/en/tools/net-salary/,https://funnytools.win/en/tools/mortgage-payment/,money,96,yes,same locale en; same page_type tool; same cluster money; crawl age delta 7d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/net-salary/,https://funnytools.win/en/tools/overtime-pay/,money,86,yes,same locale en; same page_type tool; same cluster money; crawl age delta 16d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/net-salary/,https://funnytools.win/en/tools/savings-goal/,money,91,yes,same locale en; same page_type tool; same cluster money; crawl age delta 13d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/class-rank-percentile-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 0d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.626 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/cronbach-alpha-calculator/,statistics,95,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 14d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.626 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/grade-average/,statistics,95,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 12d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.626 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/independent-samples-t-test-calculator/,statistics,96,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 2d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.626 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/percentage-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.626 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/percentile-rank-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.626 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/standard-deviation/,statistics,91,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 10d (10/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.674 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/t-score-calculator/,statistics,91,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 7 (8/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/teacher-exam-score-converter/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.700 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/weighted-average-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 0d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.700 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/z-score-calculator/,statistics,96,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 2d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.764 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/overtime-pay/,https://funnytools.win/en/tools/compound-interest/,money,86,yes,same locale en; same page_type tool; same cluster money; crawl age delta 17d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/overtime-pay/,https://funnytools.win/en/tools/inflation/,money,90,yes,same locale en; same page_type tool; same cluster money; crawl age delta 20d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/overtime-pay/,https://funnytools.win/en/tools/mortgage-payment/,money,85,yes,same locale en; same page_type tool; same cluster money; crawl age delta 23d (0/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/overtime-pay/,https://funnytools.win/en/tools/net-salary/,money,86,yes,same locale en; same page_type tool; same cluster money; crawl age delta 16d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/overtime-pay/,https://funnytools.win/en/tools/savings-goal/,money,100,yes,same locale en; same page_type tool; same cluster money; crawl age delta 3d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/password-generator/,https://funnytools.win/en/tools/color-generator/,random,100,yes,same locale en; same page_type tool; same cluster random; crawl age delta 3d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/password-generator/,https://funnytools.win/en/tools/dice-roller/,random,100,yes,same locale en; same page_type tool; same cluster random; crawl age delta 1d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/password-generator/,https://funnytools.win/en/tools/random-name-picker/,random,100,yes,same locale en; same page_type tool; same cluster random; crawl age delta 4d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/password-generator/,https://funnytools.win/en/tools/random-number-picker/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 17d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/password-generator/,https://funnytools.win/en/tools/random-wheel/,random,91,yes,same locale en; same page_type tool; same cluster random; crawl age delta 8d (10/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/password-generator/,https://funnytools.win/en/tools/this-or-that/,random,100,yes,same locale en; same page_type tool; same cluster random; crawl age delta 1d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/password-generator/,https://funnytools.win/en/tools/uuid-generator/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 20d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/password-generator/,https://funnytools.win/en/tools/what-to-eat/,random,96,yes,same locale en; same page_type tool; same cluster random; crawl age delta 2d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/pdf-compressor/,https://funnytools.win/en/tools/delete-pdf-pages/,pdf,95,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 1d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-compressor/,https://funnytools.win/en/tools/extract-pdf-pages/,pdf,95,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 6d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-compressor/,https://funnytools.win/en/tools/images-to-pdf/,pdf,95,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 8d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-compressor/,https://funnytools.win/en/tools/merge-pdf/,pdf,100,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 6d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-compressor/,https://funnytools.win/en/tools/pdf-page-reorder/,pdf,100,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 1d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-compressor/,https://funnytools.win/en/tools/split-pdf/,pdf,100,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 1d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-page-reorder/,https://funnytools.win/en/tools/delete-pdf-pages/,pdf,95,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 2d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-page-reorder/,https://funnytools.win/en/tools/extract-pdf-pages/,pdf,95,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 5d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-page-reorder/,https://funnytools.win/en/tools/images-to-pdf/,pdf,100,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 7d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-page-reorder/,https://funnytools.win/en/tools/merge-pdf/,pdf,100,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 5d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-page-reorder/,https://funnytools.win/en/tools/pdf-compressor/,pdf,100,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 1d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/pdf-page-reorder/,https://funnytools.win/en/tools/split-pdf/,pdf,100,yes,same locale en; same page_type tool; same cluster pdf; crawl age delta 0d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family pdf/pdf (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/class-rank-percentile-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.599 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/cronbach-alpha-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/grade-average/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 5d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/independent-samples-t-test-calculator/,statistics,91,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 9d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/normalized-score-converter/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.626 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/percentile-rank-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 0d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.599 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/standard-deviation/,statistics,96,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.674 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/t-score-calculator/,statistics,90,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 10d (10/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/teacher-exam-score-converter/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 4d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.700 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/weighted-average-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.700 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentage-calculator/,https://funnytools.win/en/tools/z-score-calculator/,statistics,96,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 5d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.764 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/class-rank-percentile-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.599 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/cronbach-alpha-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.599 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/grade-average/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 5d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.599 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/independent-samples-t-test-calculator/,statistics,91,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 9d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.599 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/normalized-score-converter/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.626 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/percentage-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 0d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.599 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/standard-deviation/,statistics,96,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.674 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/t-score-calculator/,statistics,90,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 10d (10/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/teacher-exam-score-converter/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 4d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.700 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/weighted-average-calculator/,statistics,100,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/1-10 (8/8); similarity low-similarity-0.700 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/percentile-rank-calculator/,https://funnytools.win/en/tools/z-score-calculator/,statistics,96,yes,same locale en; same page_type tool; same cluster statistics; crawl age delta 5d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.764 (5/5); utility family calculator/calculator (7/7)
en,https://funnytools.win/en/tools/pie-chart-maker/,https://funnytools.win/en/tools/cad-2d/,draw,92,yes,same locale en; same page_type tool; same cluster draw; crawl age delta 1d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/10+ (0/8); similarity similarity-not-recorded (5/5); utility family draw/draw (7/7)
en,https://funnytools.win/en/tools/pie-chart-maker/,https://funnytools.win/en/tools/flowchart/,draw,96,yes,same locale en; same page_type tool; same cluster draw; crawl age delta 4d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family draw/draw (7/7)
en,https://funnytools.win/en/tools/pie-chart-maker/,https://funnytools.win/en/tools/sketchpad/,draw,81,yes,same locale en; same page_type tool; same cluster draw; crawl age delta 34d (0/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family draw/draw (7/7)
en,https://funnytools.win/en/tools/png-to-jpg/,https://funnytools.win/en/tools/image-crop/,image,85,yes,same locale en; same page_type tool; same cluster image; crawl age delta 16d (5/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
en,https://funnytools.win/en/tools/png-to-jpg/,https://funnytools.win/en/tools/image-rotate-flip/,image,85,yes,same locale en; same page_type tool; same cluster image; crawl age delta 21d (5/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
en,https://funnytools.win/en/tools/png-to-jpg/,https://funnytools.win/en/tools/image-to-base64/,image,80,yes,same locale en; same page_type tool; same cluster image; crawl age delta 23d (0/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
en,https://funnytools.win/en/tools/png-to-jpg/,https://funnytools.win/en/tools/jpg-to-png/,image,85,yes,same locale en; same page_type tool; same cluster image; crawl age delta 18d (5/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
en,https://funnytools.win/en/tools/png-to-jpg/,https://funnytools.win/en/tools/jpg-to-webp/,image,85,yes,same locale en; same page_type tool; same cluster image; crawl age delta 16d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
en,https://funnytools.win/en/tools/png-to-jpg/,https://funnytools.win/en/tools/webp-to-jpg/,image,85,yes,same locale en; same page_type tool; same cluster image; crawl age delta 15d (5/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
en,https://funnytools.win/en/tools/random-name-picker/,https://funnytools.win/en/tools/color-generator/,random,100,yes,same locale en; same page_type tool; same cluster random; crawl age delta 1d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-name-picker/,https://funnytools.win/en/tools/dice-roller/,random,100,yes,same locale en; same page_type tool; same cluster random; crawl age delta 3d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-name-picker/,https://funnytools.win/en/tools/password-generator/,random,100,yes,same locale en; same page_type tool; same cluster random; crawl age delta 4d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-name-picker/,https://funnytools.win/en/tools/random-number-picker/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 21d (5/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-name-picker/,https://funnytools.win/en/tools/random-wheel/,random,91,yes,same locale en; same page_type tool; same cluster random; crawl age delta 12d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-name-picker/,https://funnytools.win/en/tools/this-or-that/,random,100,yes,same locale en; same page_type tool; same cluster random; crawl age delta 3d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-name-picker/,https://funnytools.win/en/tools/uuid-generator/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 16d (5/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-name-picker/,https://funnytools.win/en/tools/what-to-eat/,random,96,yes,same locale en; same page_type tool; same cluster random; crawl age delta 2d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-number-picker/,https://funnytools.win/en/tools/color-generator/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 20d (5/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-number-picker/,https://funnytools.win/en/tools/dice-roller/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 18d (5/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-number-picker/,https://funnytools.win/en/tools/password-generator/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 17d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-number-picker/,https://funnytools.win/en/tools/random-name-picker/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 21d (5/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-number-picker/,https://funnytools.win/en/tools/random-wheel/,random,91,yes,same locale en; same page_type tool; same cluster random; crawl age delta 9d (10/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-number-picker/,https://funnytools.win/en/tools/this-or-that/,random,90,yes,same locale en; same page_type tool; same cluster random; crawl age delta 18d (5/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-number-picker/,https://funnytools.win/en/tools/uuid-generator/,random,85,yes,same locale en; same page_type tool; same cluster random; crawl age delta 37d (0/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-number-picker/,https://funnytools.win/en/tools/what-to-eat/,random,86,yes,same locale en; same page_type tool; same cluster random; crawl age delta 19d (5/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
en,https://funnytools.win/en/tools/random-wheel/,https://funnytools.win/en/tools/color-generator/,random,91,yes,same locale en; same page_type tool; same cluster random; crawl age delta 11d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
